StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTimeg03_trying(P);ResponseTimeg03_trying(C);ResponseTimeg03_tryingStDev(P);ResponseTimeg03_tryingStDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartitiong03_trying;ResponseTimeRepartitiong03_trying_<1;ResponseTimeRepartitiong03_trying_<2;ResponseTimeRepartitiong03_trying_<5;ResponseTimeRepartitiong03_trying_<10;ResponseTimeRepartitiong03_trying_<20;ResponseTimeRepartitiong03_trying_<30;ResponseTimeRepartitiong03_trying_<40;ResponseTimeRepartitiong03_trying_<50;ResponseTimeRepartitiong03_trying_<75;ResponseTimeRepartitiong03_trying_<100;ResponseTimeRepartitiong03_trying_<150;ResponseTimeRepartitiong03_trying_<200;ResponseTimeRepartitiong03_trying_<250;ResponseTimeRepartitiong03_trying_<500;ResponseTimeRepartitiong03_trying_<1000;ResponseTimeRepartitiong03_trying_>=1000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<25;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<250;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_>=1000;
2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:18.994177	1786257438.994177;00:00:00;00:00:00;20.000;0.000;0.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;
2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:18.994615	1786257438.994615;2026-08-09	06:37:19.995605	1786257439.995605;00:00:01;00:00:01;20.000;19.000;18.962;0;0;19;19;19;0;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:030000;00:00:00:030000;00:00:00:000000;00:00:00:000000;;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;19;0;0;0;0;0;
2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:19.995689	1786257439.995689;2026-08-09	06:37:20.998001	1786257440.998001;00:00:01;00:00:02;20.000;20.958;19.960;0;0;21;40;40;1;20;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:030000;00:00:00:030000;00:00:00:000000;00:00:00:000000;;22;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;39;0;0;0;0;0;
2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:20.998076	1786257440.998076;2026-08-09	06:37:21.998977	1786257441.998977;00:00:01;00:00:03;20.000;20.000;19.967;0;0;20;60;60;1;20;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:030000;00:00:00:030000;00:00:00:000000;00:00:00:000000;;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;59;0;0;0;0;0;
2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:21.999067	1786257441.999067;2026-08-09	06:37:23.001163	1786257443.001163;00:00:01;00:00:04;20.000;19.960;19.965;0;0;20;80;80;1;20;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:030000;00:00:00:030000;00:00:00:001000;00:00:00:000000;;41;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;79;0;0;0;0;0;
2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:23.001250	1786257443.001250;2026-08-09	06:37:24.002766	1786257444.002766;00:00:01;00:00:05;20.000;19.980;19.964;0;0;20;100;100;1;20;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:030000;00:00:00:030000;00:00:00:000000;00:00:00:000000;;52;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;99;0;0;0;0;0;
2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:24.002835	1786257444.002835;2026-08-09	06:37:24.025388	1786257444.025388;00:00:00;00:00:05;20.000;0.000;19.873;0;0;0;100;100;0;1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:030000;00:00:00:030000;2562047788015:12:55:808000;00:00:00:000000;;52;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;100;0;0;0;0;0;
2026-08-09	06:37:18.993183	1786257438.993183;2026-08-09	06:37:24.025456	1786257444.025456;2026-08-09	06:37:24.025569	1786257444.025569;00:00:00;00:00:05;20.000;0.000;19.873;0;0;0;100;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:030000;00:00:00:000000;00:00:00:000000;;52;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;100;0;0;0;0;0;
