StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTimesip_route(P);ResponseTimesip_route(C);ResponseTimesip_routeStDev(P);ResponseTimesip_routeStDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartitionsip_route;ResponseTimeRepartitionsip_route_<10;ResponseTimeRepartitionsip_route_<20;ResponseTimeRepartitionsip_route_<30;ResponseTimeRepartitionsip_route_<40;ResponseTimeRepartitionsip_route_<50;ResponseTimeRepartitionsip_route_<100;ResponseTimeRepartitionsip_route_<150;ResponseTimeRepartitionsip_route_<500;ResponseTimeRepartitionsip_route_<1000;ResponseTimeRepartitionsip_route_>=1000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<150;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_>=1000;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:26.516992	1786258586.516992;00:00:00;00:00:00;200.000;0.000;0.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:26.517186	1786258586.517186;2026-08-09	06:56:27.517870	1786258587.517870;00:00:01;00:00:01;200.000;199.000;198.603;0;0;199;199;199;50;149;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;199;0;0;0;0;0;0;0;0;0;;0;0;0;0;149;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:27.517928	1786258587.517928;2026-08-09	06:56:28.519193	1786258588.519193;00:00:01;00:00:02;200.000;200.799;199.700;0;0;201;400;400;51;200;349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;399;0;0;0;0;0;0;0;0;0;;0;0;0;0;349;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:28.519249	1786258588.519249;2026-08-09	06:56:29.520439	1786258589.520439;00:00:01;00:00:03;200.000;199.800;199.734;0;0;200;600;600;51;200;549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;600;0;0;0;0;0;0;0;0;0;;0;0;0;0;549;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:29.520498	1786258589.520498;2026-08-09	06:56:30.522181	1786258590.522181;00:00:01;00:00:04;200.000;199.800;199.700;0;0;200;800;800;51;200;749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;800;0;0;0;0;0;0;0;0;0;;0;0;0;0;749;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:30.522246	1786258590.522246;2026-08-09	06:56:31.523863	1786258591.523863;00:00:01;00:00:05;200.000;199.800;199.681;0;0;200;1000;1000;50;201;950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;1000;0;0;0;0;0;0;0;0;0;;0;0;0;0;950;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:31.523925	1786258591.523925;2026-08-09	06:56:32.525534	1786258592.525534;00:00:01;00:00:06;200.000;200.799;199.834;0;0;201;1201;1201;51;200;1150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;1200;0;0;0;0;0;0;0;0;0;;0;0;0;0;1150;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:32.525606	1786258592.525606;2026-08-09	06:56:33.527384	1786258593.527384;00:00:01;00:00:07;200.000;199.800;199.829;0;0;200;1401;1401;51;200;1350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;1401;0;0;0;0;0;0;0;0;0;;0;0;0;0;1350;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:33.527455	1786258593.527455;2026-08-09	06:56:34.528542	1786258594.528542;00:00:01;00:00:08;200.000;200.799;199.925;0;0;201;1602;1602;51;201;1551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;1601;0;0;0;0;0;0;0;0;0;;0;0;0;0;1551;0;0;
2026-08-09	06:56:26.515476	1786258586.515476;2026-08-09	06:56:34.528622	1786258594.528622;2026-08-09	06:56:35.529443	1786258595.529443;00:00:01;00:00:09;200.000;200.000;199.933;0;0;200;1802;1802;51;200;1751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:254000;00:00:00:254000;00:00:00:000000;00:00:00:000000;;1801;0;0;0;0;0;0;0;0;0;;0;0;0;0;1751;0;0;
