Date_ms;response_time_ms;rtd_no
13.001;5;sip_route
17.001;2;sip_route
21.001;4;sip_route
25.001;2;sip_route
30.001;2;sip_route
36.001;3;sip_route
38.001;2;sip_route
45.001;1;sip_route
50.001;3;sip_route
53.001;1;sip_route
59.001;0;sip_route
62.001;0;sip_route
68.001;1;sip_route
74.001;1;sip_route
78.001;1;sip_route
84.001;1;sip_route
88.001;1;sip_route
94.001;1;sip_route
98.001;1;sip_route
104.001;0;sip_route
108.001;0;sip_route
114.001;1;sip_route
118.001;1;sip_route
124.001;1;sip_route
128.001;1;sip_route
134.001;1;sip_route
138.001;1;sip_route
143.001;0;sip_route
149.001;1;sip_route
153.001;1;sip_route
159.002;0;sip_route
163.002;1;sip_route
170.002;2;sip_route
174.002;1;sip_route
178.002;1;sip_route
184.002;1;sip_route
188.002;1;sip_route
194.002;1;sip_route
198.002;0;sip_route
202.002;0;sip_route
208.002;1;sip_route
215.002;1;sip_route
219.002;1;sip_route
223.002;0;sip_route
229.002;1;sip_route
233.002;1;sip_route
239.002;0;sip_route
243.002;0;sip_route
249.002;1;sip_route
253.002;1;sip_route
259.002;1;sip_route
263.002;1;sip_route
269.002;1;sip_route
273.002;0;sip_route
279.002;1;sip_route
283.002;1;sip_route
289.002;1;sip_route
293.002;1;sip_route
298.002;0;sip_route
302.002;0;sip_route
308.002;1;sip_route
313.002;1;sip_route
319.002;1;sip_route
323.002;1;sip_route
329.002;1;sip_route
333.002;1;sip_route
338.002;0;sip_route
344.002;1;sip_route
348.002;1;sip_route
354.002;1;sip_route
359.002;1;sip_route
364.002;1;sip_route
368.002;1;sip_route
374.002;0;sip_route
378.002;1;sip_route
383.002;0;sip_route
388.002;1;sip_route
394.002;1;sip_route
398.002;1;sip_route
403.002;0;sip_route
409.002;1;sip_route
413.002;1;sip_route
419.002;1;sip_route
423.002;0;sip_route
427.002;0;sip_route
432.002;0;sip_route
439.002;1;sip_route
443.002;1;sip_route
449.002;1;sip_route
453.002;1;sip_route
457.002;0;sip_route
463.002;1;sip_route
468.002;1;sip_route
473.002;1;sip_route
479.002;1;sip_route
483.002;1;sip_route
487.002;0;sip_route
492.002;0;sip_route
499.002;1;sip_route
503.002;1;sip_route
509.002;1;sip_route
513.002;1;sip_route
518.002;0;sip_route
524.002;1;sip_route
528.002;1;sip_route
534.002;1;sip_route
538.002;1;sip_route
544.002;1;sip_route
548.002;0;sip_route
552.002;0;sip_route
557.002;0;sip_route
564.002;1;sip_route
568.002;1;sip_route
574.002;1;sip_route
578.002;1;sip_route
584.002;0;sip_route
587.002;0;sip_route
593.002;1;sip_route
599.002;1;sip_route
603.002;1;sip_route
609.002;0;sip_route
613.002;0;sip_route
619.002;1;sip_route
623.002;1;sip_route
