CurrentTime;ElapsedTime;0_INVITE_Sent;0_INVITE_Retrans;0_INVITE_Timeout;1_100_Recv;1_100_Retrans;1_100_Timeout;1_100_Unexp;2_486_Recv;2_486_Retrans;2_486_Timeout;2_486_Unexp;3_ACK_Sent;3_ACK_Retrans;3_ACK_Timeout;4_Pause_Sessions;4_Pause_Unexp;
2026-08-02	18:38:00.788733	1785695880.788733;00:00:00:001000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2026-08-02	18:38:05.821761	1785695885.821761;00:00:05:034000;100;0;0;100;0;0;0;100;0;0;0;100;0;0;100;0;
2026-08-02	18:38:05.821943	1785695885.821943;00:00:05:034000;100;0;0;100;0;0;0;100;0;0;0;100;0;0;100;0;
