timestamp,name,cpu_percent,mem_usage,mem_percent,pids
2026-08-09T08:55:08.106212556Z,converact-g03-53-rustpbx-b63383b,0.02%,249.5MiB / 7.506GiB,3.25%,9
2026-08-09T08:55:08.106212556Z,converact-g03-53-router-b63383b,0.04%,37.16MiB / 7.506GiB,0.48%,18
2026-08-09T08:56:10.640932878Z,converact-g03-53-rustpbx-b63383b,0.01%,249.5MiB / 7.506GiB,3.25%,9
2026-08-09T08:56:10.640932878Z,converact-g03-53-router-b63383b,0.05%,37.23MiB / 7.506GiB,0.48%,18
2026-08-09T08:57:13.187891401Z,converact-g03-53-rustpbx-b63383b,0.01%,249.5MiB / 7.506GiB,3.25%,9
2026-08-09T08:57:13.187891401Z,converact-g03-53-router-b63383b,0.09%,37.3MiB / 7.506GiB,0.49%,18
2026-08-09T08:58:15.725689199Z,converact-g03-53-rustpbx-b63383b,0.01%,249.5MiB / 7.506GiB,3.25%,9
2026-08-09T08:58:15.725689199Z,converact-g03-53-router-b63383b,0.04%,37.09MiB / 7.506GiB,0.48%,18
2026-08-09T08:59:18.258218914Z,converact-g03-53-rustpbx-b63383b,0.01%,249.5MiB / 7.506GiB,3.25%,9
2026-08-09T08:59:18.258218914Z,converact-g03-53-router-b63383b,0.08%,37.16MiB / 7.506GiB,0.48%,18
2026-08-09T09:00:20.792763437Z,converact-g03-53-rustpbx-b63383b,0.01%,249.5MiB / 7.506GiB,3.25%,9
2026-08-09T09:00:20.792763437Z,converact-g03-53-router-b63383b,0.05%,37.23MiB / 7.506GiB,0.48%,18
