Date_ms;response_time_ms;rtd_no
9234.03;1;sip_route
9244.03;1;sip_route
9253.03;1;sip_route
9263.03;1;sip_route
9273.03;1;sip_route
9284.03;1;sip_route
9294.03;1;sip_route
9304.03;1;sip_route
9314.03;1;sip_route
9323.03;1;sip_route
9333.03;0;sip_route
9343.03;1;sip_route
9353.03;1.001;sip_route
9363.03;1;sip_route
9373.03;0;sip_route
9384.03;0;sip_route
9393.03;1;sip_route
9402.03;0;sip_route
9413.03;1;sip_route
9423.03;0;sip_route
9433.03;1;sip_route
9442.03;0;sip_route
9454.03;1;sip_route
9464.03;1;sip_route
9472.03;0;sip_route
9484.03;0;sip_route
9494.03;1;sip_route
9503.03;1;sip_route
9514.03;1;sip_route
9522.03;0;sip_route
9534.03;0;sip_route
9543.03;1;sip_route
9554.03;2;sip_route
9565.03;1;sip_route
9574.03;1;sip_route
9584.03;1;sip_route
9594.03;1;sip_route
9603.03;1;sip_route
9613.03;0;sip_route
9624.03;1;sip_route
9633.03;0;sip_route
9643.03;1;sip_route
9652.03;0;sip_route
9664.03;0;sip_route
9674.03;1;sip_route
9684.03;1;sip_route
9694.03;1;sip_route
9703.03;1;sip_route
9713.03;0;sip_route
9723.03;1;sip_route
9733.03;0;sip_route
9743.03;1;sip_route
9754.03;1;sip_route
9765.03;2;sip_route
9774.03;0;sip_route
9783.03;1;sip_route
9793.03;1;sip_route
9803.03;0;sip_route
9814.03;1;sip_route
9825.03;1;sip_route
9834.03;1;sip_route
9842.03;0;sip_route
9853.03;0;sip_route
9864.03;1;sip_route
9874.03;0;sip_route
9884.03;1;sip_route
9892.03;0;sip_route
9904.03;0;sip_route
9913.03;1;sip_route
9923.03;0;sip_route
9933.03;1;sip_route
9943.03;1;sip_route
9953.03;1;sip_route
9964.03;1;sip_route
9973.03;1;sip_route
9983.03;1;sip_route
9993.03;1;sip_route
10004;1;sip_route
10013;1;sip_route
10023;0;sip_route
10033;0;sip_route
10044;1;sip_route
10053;1;sip_route
10063;0;sip_route
10073;1;sip_route
