timestamp,name,cpu_percent,mem_usage,mem_percent,pids
2026-08-09T06:55:06.999832369Z,converact-g03-53-rustpbx-b63383b,5.92%,21.19MiB / 7.506GiB,0.28%,9
2026-08-09T06:55:06.999832369Z,converact-g03-53-router-b63383b,4.58%,39.91MiB / 7.506GiB,0.52%,16
2026-08-09T06:55:06.999832369Z,converact-g03-53-pg-b63383b,0.01%,80.21MiB / 7.506GiB,1.04%,9
2026-08-09T06:55:06.999832369Z,converact-g03-53-capacity-q50-b63383b,3.42%,804KiB / 7.506GiB,0.01%,1
2026-08-09T06:55:10.577724518Z,converact-g03-53-rustpbx-b63383b,5.64%,21.68MiB / 7.506GiB,0.28%,9
2026-08-09T06:55:10.577724518Z,converact-g03-53-router-b63383b,5.57%,40.52MiB / 7.506GiB,0.53%,16
2026-08-09T06:55:10.577724518Z,converact-g03-53-pg-b63383b,0.01%,80.21MiB / 7.506GiB,1.04%,9
2026-08-09T06:55:10.577724518Z,converact-g03-53-capacity-q50-b63383b,3.32%,864KiB / 7.506GiB,0.01%,1
2026-08-09T06:55:14.140422069Z,converact-g03-53-rustpbx-b63383b,5.60%,21.69MiB / 7.506GiB,0.28%,9
2026-08-09T06:55:14.140422069Z,converact-g03-53-router-b63383b,3.26%,40.68MiB / 7.506GiB,0.53%,16
2026-08-09T06:55:14.140422069Z,converact-g03-53-pg-b63383b,0.01%,80.21MiB / 7.506GiB,1.04%,9
2026-08-09T06:55:14.140422069Z,converact-g03-53-capacity-q50-b63383b,3.37%,960KiB / 7.506GiB,0.01%,1
2026-08-09T06:55:17.703603763Z,converact-g03-53-rustpbx-b63383b,5.78%,21.71MiB / 7.506GiB,0.28%,9
2026-08-09T06:55:17.703603763Z,converact-g03-53-router-b63383b,3.32%,40.78MiB / 7.506GiB,0.53%,17
2026-08-09T06:55:17.703603763Z,converact-g03-53-pg-b63383b,0.01%,80.21MiB / 7.506GiB,1.04%,9
2026-08-09T06:55:17.703603763Z,converact-g03-53-capacity-q50-b63383b,3.40%,1.004MiB / 7.506GiB,0.01%,1
2026-08-09T06:55:21.267613114Z,converact-g03-53-rustpbx-b63383b,0.66%,21.71MiB / 7.506GiB,0.28%,9
2026-08-09T06:55:21.267613114Z,converact-g03-53-router-b63383b,0.11%,40.75MiB / 7.506GiB,0.53%,17
2026-08-09T06:55:21.267613114Z,converact-g03-53-pg-b63383b,0.02%,80.36MiB / 7.506GiB,1.05%,9
2026-08-09T06:55:21.267613114Z,converact-g03-53-capacity-q50-b63383b,0.00%,0B / 0B,0.00%,0
