StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);FailedTestDoesntMatch(P);FailedTestDoesntMatch(C);FailedTestShouldntMatch(P);FailedTestShouldntMatch(C);FailedStrcmpDoesntMatch(P);FailedStrcmpDoesntMatch(C);FailedStrcmpShouldntMatch(P);FailedStrcmpShouldntMatch(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTimesip_route(P);ResponseTimesip_route(C);ResponseTimesip_routeStDev(P);ResponseTimesip_routeStDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartitionsip_route;ResponseTimeRepartitionsip_route_<10;ResponseTimeRepartitionsip_route_<20;ResponseTimeRepartitionsip_route_<30;ResponseTimeRepartitionsip_route_<40;ResponseTimeRepartitionsip_route_<50;ResponseTimeRepartitionsip_route_<100;ResponseTimeRepartitionsip_route_<150;ResponseTimeRepartitionsip_route_<500;ResponseTimeRepartitionsip_route_<1000;ResponseTimeRepartitionsip_route_>=1000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<150;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_>=1000;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:57:55.604347	1786258675.604347;2026-08-09	06:57:56.604553	1786258676.604553;00:00:01;00:00:10;1000.000;997.000;997.804;0;0;997;9994;9994;252;997;9742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:003000;00:00:00:001000;00:00:00:007000;00:00:00:254000;00:00:00:256000;00:00:00:001000;00:00:00:007000;;9241;463;98;85;70;22;14;0;0;0;;0;0;0;0;9742;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:57:56.604625	1786258676.604625;2026-08-09	06:57:57.605624	1786258677.605624;00:00:01;00:00:11;1000.000;1000.000;997.912;0;0;1000;10994;10994;252;1000;10742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:002000;00:00:00:003000;00:00:00:003000;00:00:00:007000;00:00:00:254000;00:00:00:256000;00:00:00:003000;00:00:00:007000;;10200;496;105;85;70;22;14;0;0;0;;0;0;0;0;10742;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:57:57.605699	1786258677.605699;2026-08-09	06:57:58.607459	1786258678.607459;00:00:01;00:00:12;1000.000;998.002;997.837;0;0;999;11993;11993;254;997;11739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:002000;00:00:00:003000;00:00:00:002000;00:00:00:007000;00:00:00:254000;00:00:00:255000;00:00:00:002000;00:00:00:007000;;11165;532;105;85;70;22;14;0;0;0;;0;0;0;0;11739;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:57:58.607537	1786258678.607537;2026-08-09	06:57:59.609321	1786258679.609321;00:00:01;00:00:13;1000.000;1000.000;997.926;0;0;1001;12994;12994;253;1002;12741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:002000;00:00:00:003000;00:00:00:004000;00:00:00:006000;00:00:00:255000;00:00:00:255000;00:00:00:004000;00:00:00:007000;;12087;595;121;85;70;22;14;0;0;0;;0;0;0;0;12741;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:57:59.609381	1786258679.609381;2026-08-09	06:58:00.610522	1786258680.610522;00:00:01;00:00:14;1000.000;998.002;997.932;0;0;999;13993;13993;254;998;13739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:003000;00:00:00:000000;00:00:00:006000;00:00:00:253000;00:00:00:255000;00:00:00:000000;00:00:00:006000;;13085;595;121;85;70;22;14;0;0;0;;0;0;0;0;13739;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:00.610594	1786258680.610594;2026-08-09	06:58:01.611839	1786258681.611839;00:00:01;00:00:15;1000.000;1000.000;998.070;0;0;1001;14994;14994;253;1002;14741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:002000;00:00:00:003000;00:00:00:002000;00:00:00:006000;00:00:00:254000;00:00:00:255000;00:00:00:002000;00:00:00:006000;;14065;616;121;85;70;22;14;0;0;0;;0;0;0;0;14741;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:01.611913	1786258681.611913;2026-08-09	06:58:02.613449	1786258682.613449;00:00:01;00:00:16;1000.000;1000.999;998.190;0;0;1002;15996;15996;255;1000;15741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:002000;00:00:00:003000;00:00:00:003000;00:00:00:006000;00:00:00:255000;00:00:00:255000;00:00:00:003000;00:00:00:006000;;14987;692;123;85;70;22;14;0;0;0;;0;0;0;0;15741;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:02.613527	1786258682.613527;2026-08-09	06:58:03.614888	1786258683.614888;00:00:01;00:00:17;1000.000;1000.000;998.297;0;0;1001;16997;16997;254;1002;16743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:002000;00:00:00:003000;00:00:00:002000;00:00:00:006000;00:00:00:254000;00:00:00:255000;00:00:00:002000;00:00:00:006000;;15956;727;123;85;70;22;14;0;0;0;;0;0;0;0;16743;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:03.614960	1786258683.614960;2026-08-09	06:58:04.615662	1786258684.615662;00:00:01;00:00:18;1000.000;997.000;998.169;0;0;997;17994;17994;251;1000;17743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:006000;00:00:00:003000;00:00:00:007000;00:00:00:006000;00:00:00:258000;00:00:00:255000;00:00:00:007000;00:00:00:006000;;16671;924;198;93;70;22;14;0;0;0;;0;0;0;0;17743;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:04.615739	1786258684.615739;2026-08-09	06:58:05.616831	1786258685.616831;00:00:01;00:00:19;1000.000;998.002;998.161;0;0;999;18993;18993;253;997;18740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:003000;00:00:00:003000;00:00:00:003000;00:00:00:006000;00:00:00:254000;00:00:00:255000;00:00:00:002000;00:00:00:006000;;17608;979;206;93;70;22;14;0;0;0;;0;0;0;0;18740;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:05.616902	1786258685.616902;2026-08-09	06:58:06.618417	1786258686.618417;00:00:01;00:00:20;1000.000;1000.999;998.253;0;0;1002;19995;19995;255;1000;19740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:003000;00:00:00:000000;00:00:00:006000;00:00:00:255000;00:00:00:255000;00:00:00:003000;00:00:00:006000;;18609;979;206;93;70;22;14;0;0;0;;0;0;0;0;19740;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:06.619237	1786258686.619237;2026-08-09	06:58:07.620424	1786258687.620424;00:00:01;00:00:21;1000.000;997.003;998.146;0;0;998;20993;20993;257;996;20736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:002000;00:00:00:003000;00:00:00:003000;00:00:00:006000;00:00:00:254000;00:00:00:255000;00:00:00:001000;00:00:00:006000;;19508;1076;207;93;70;22;14;0;0;0;;0;0;0;0;20736;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:07.620501	1786258687.620501;2026-08-09	06:58:08.621439	1786258688.621439;00:00:01;00:00:22;1000.000;1000.000;998.185;0;0;1000;21993;21993;252;1005;21741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:001000;00:00:00:003000;00:00:00:000000;00:00:00:005000;00:00:00:255000;00:00:00:255000;00:00:00:003000;00:00:00:005000;;20511;1076;207;93;70;22;14;0;0;0;;0;0;0;0;21741;0;0;
2026-08-09	06:57:46.588152	1786258666.588152;2026-08-09	06:58:08.621508	1786258688.621508;2026-08-09	06:58:09.622436	1786258689.622436;00:00:01;00:00:23;1000.000;1000.000;998.220;0;0;1000;22993;22993;253;999;22740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:003000;00:00:00:003000;00:00:00:003000;00:00:00:005000;00:00:00:254000;00:00:00:255000;00:00:00:003000;00:00:00:005000;;21392;1193;208;93;70;22;14;0;0;0;;0;0;0;0;22740;0;0;
